   4.2055361e-01   4.9653872e-01
   2.9500000e-01   7.8500000e-01
   8.9189107e-01   2.2836707e-01
   8.4409242e-01   2.2476086e-01
   9.3106510e-01   9.3577598e-01
   8.5656527e-01   2.0019763e-01
   4.3634401e-01   4.9136833e-01
   1.2188364e-01   1.2231831e-01
   1.2205931e-01   2.1760028e-01
   9.0438680e-01   1.4669700e-01
   8.3978772e-01   1.6470667e-01
   3.9648473e-01   5.3333333e-01
   1.5418070e-01   6.4259552e-02
   3.2654632e-01   8.1030686e-01
   4.2416277e-01   4.3759919e-01
   2.7213567e-01   6.4748294e-01
   2.5321009e-01   7.6553806e-01
   1.7457135e-01   1.3173792e-01
   4.2646522e-01   5.1733555e-01
   1.8000000e-01   8.0000000e-01
   3.8000000e-01   8.2000000e-01
   3.9817201e-01   7.6486554e-01
   8.5616751e-01   8.4134912e-01
   8.9765835e-01   9.3290612e-01
   3.5000000e-01   6.8000000e-01
   8.8691712e-01   1.4549463e-01
   8.7294881e-02   9.2732960e-02
   2.6148514e-01   6.4727463e-01
   9.5864773e-01   7.2774570e-01
   6.1493268e-01   9.0120595e-01
   1.5524165e-01   8.6665355e-01
   4.1801219e-01   4.2358185e-01
   2.5672826e-01   6.4325714e-01
   7.8196145e-02   8.6701244e-01
   4.3421698e-01   3.8653161e-01
   4.1335097e-01   3.7013205e-01
   1.5225313e-01   1.0187012e-01
   3.0775311e-01   3.0138510e-01
   3.7994672e-01   4.2922789e-01
   3.2500000e-01   7.9000000e-01
   4.1862135e-01   1.0366941e-01
   6.2781238e-01   6.6585927e-01
   3.7737625e-01   6.5191476e-01
   8.5989419e-01   8.7770834e-01
   1.4183240e-01   1.3262541e-01
   3.0641815e-01   7.8296843e-01
   9.2096598e-01   6.7665286e-01
   1.4434359e-01   1.0926186e-01
   2.9357894e-01   6.9378482e-01
   9.3365576e-01   8.6411342e-01
   3.5913424e-01   1.6476150e-01
   9.5000000e-01   9.0741618e-01
   3.2000000e-01   7.2000000e-01
   2.1000000e-01   8.1000000e-01
   8.3485411e-01   1.3843834e-01
   7.9715229e-01   8.2281912e-01
   1.5085297e-01   1.5817989e-01
   3.6736980e-01   5.6512124e-01
   8.5450615e-01   8.5331489e-01
   9.1190979e-01   2.1484063e-01
   9.8873065e-01   1.6403991e-01
   3.7146873e-01   7.4620415e-01
   9.1997388e-01   5.7138892e-01
   4.2003006e-01   4.5567169e-01
   4.6249542e-01   4.3514366e-01
   1.3643182e-01   7.4171392e-02
   9.3680641e-01   8.5714543e-01
   6.0425343e-01   9.2649194e-01
   8.1509142e-01   1.9127096e-01
   9.0308573e-01   7.7690207e-02
   8.6968925e-01   8.7905761e-01
   5.6090671e-01   3.8923414e-01
   2.8321166e-01   7.4861240e-01
   2.4691876e-01   8.0646701e-01
   6.5061795e-01   7.2842583e-01
   3.9676799e-01   4.6074420e-01
   9.6316246e-01   4.3943524e-01
   2.8266642e-01   5.5447248e-01
   3.4952413e-01   7.4321630e-01
   8.1854435e-01   4.6553042e-01
   8.0522580e-01   5.9746708e-02
   3.1442334e-01   7.4027310e-01
   2.9778686e-01   7.9312145e-01
   5.7580451e-01   7.6406019e-01
   8.2172005e-01   1.6697679e-01
   4.0539650e-01   4.0769912e-01
   8.3286021e-01   8.8357695e-01
   2.8000000e-01   8.2000000e-01
   8.4572138e-01   8.6993813e-01
   9.2478770e-01   2.9446224e-01
   8.5896900e-01   9.0151029e-01
   4.4568520e-01   4.4217786e-01
   3.9902801e-01   4.2173403e-01
   5.5775924e-01   5.0170393e-01
   1.4513044e-01   1.4890782e-01
   4.0139116e-01   4.3894725e-01
   6.5426667e-01   7.5905480e-01
   3.7740478e-01   7.3237928e-01
   8.9307260e-01   8.8426535e-01
   9.3277845e-01   8.3137382e-01
   2.0755237e-01   1.7662494e-02
   1.7641311e-01   2.1661865e-01
   3.5652873e-02   4.0793307e-01
   1.0790242e-01   1.1725084e-01
   8.3882865e-01   8.5937421e-01
   2.3245391e-01   6.8624076e-02
   7.7763433e-01   6.2538019e-01
   2.0000000e-01   7.5000000e-01
   8.1311533e-01   5.4499150e-02
   3.0988629e-01   7.4576096e-01
   3.0000000e-01   7.0000000e-01
   1.5435258e-02   5.1883553e-01
   8.2645009e-01   1.9948557e-01
   1.8569909e-01   9.5417859e-01
   5.6315385e-01   7.1119405e-01
   2.6093444e-01   7.4689879e-01
   9.3885616e-01   2.8794325e-01
   8.4514312e-01   1.2101266e-01
   6.3218662e-01   2.9807676e-01
   2.9447406e-01   7.5243896e-01
   4.0372850e-01   3.6238381e-01
   7.7653391e-01   8.2296373e-01
   8.0737169e-01   8.8862505e-01
   4.2968100e-01   4.0541134e-01
   2.2018397e-01   6.9827190e-01
   1.5401202e-01   1.6379268e-01
   7.5888264e-02   8.4575908e-02
   2.3000000e-01   9.0000000e-01
   8.9200460e-01   9.0489722e-01
   5.7871917e-01   2.4626519e-01
   7.7782343e-01   4.9648232e-01
   8.7237740e-01   8.8106213e-01
   2.3809524e-01   1.4640272e-01
   2.1365835e-01   1.3772444e-01
   3.7634179e-01   9.9667950e-01
   9.8669586e-01   4.1161680e-01
   3.8291130e-01   1.6016780e-01
   7.9524522e-01   9.3499861e-01
   4.6961129e-01   3.5808701e-01
   2.8500000e-01   7.9500000e-01
   4.4773291e-01   7.3552951e-01
   8.3565117e-01   2.3112455e-01
   5.0822034e-01   4.1388255e-01
   8.7794041e-01   8.8971086e-01
   3.0000000e-01   7.5000000e-01
   2.5000000e-01   8.5000000e-01
   3.5492816e-01   9.3744962e-02
   5.5893310e-01   3.9922717e-01
   9.0423849e-01   8.5771804e-01
   2.7622218e-01   7.1178379e-01
   4.0432128e-01   2.7705284e-01
   8.1581692e-01   1.7932840e-01
   9.0366164e-01   2.4715100e-01
   8.8959896e-02   2.8063515e-01
   2.9433506e-01   8.7242294e-01
   8.9801538e-01   1.7447917e-01
   4.5188818e-01   8.3980194e-01
   2.8819669e-01   5.5714728e-01
   9.2148156e-01   8.9151319e-01
   4.2000000e-01   7.8000000e-01
   1.4529425e-01   1.0675206e-01
   4.2440957e-01   3.6805011e-01
   4.4049128e-01   9.4877944e-01
   4.7133567e-02   6.2850097e-01
   3.7805493e-01   4.1228727e-01
   5.7944566e-01   1.1582090e-01
   4.8532419e-01   3.8165532e-01
   3.1919427e-01   7.8789798e-01
   4.9748689e-01   4.9528110e-01
   3.1532999e-01   7.6585069e-01
   8.9721950e-01   8.9736981e-01
   3.8827332e-01   3.8252769e-01
   4.8865623e-01   6.8939039e-01
   1.3901163e-01   1.4450596e-01
   4.9189940e-01   6.3476823e-01
   3.9483664e-01   6.7012148e-01
   4.4838506e-02   1.7962257e-02
   5.1296129e-01   1.5477293e-01
   3.2307657e-01   5.1722793e-01
   2.7491824e-01   6.4103733e-01
   8.0675764e-01   6.4965081e-01
   5.9504416e-01   9.9150687e-01
   4.0000000e-01   7.0000000e-01
   1.3558607e-01   1.1391412e-01
   6.0613721e-01   4.6562105e-01
   3.3834421e-01   7.0066413e-01
   9.3597002e-01   1.9665733e-01
   3.9143461e-01   5.6281211e-01
   1.3026580e-01   1.4532397e-01
   3.1500000e-01   7.8000000e-01
   6.6185546e-01   2.2408235e-01
   3.6236140e-01   4.2177221e-01
   3.1000000e-01   7.4000000e-01
   1.3607874e-01   1.6293584e-01
   1.8775837e-01   1.3771621e-01
   4.0317712e-01   3.7600823e-01
   8.4735239e-01   1.4732372e-01
   1.0045341e-01   1.2032834e-01
   8.9100191e-01   1.3120672e-01
   1.6973867e-01   9.2556442e-01
   1.3249557e-01   8.9930348e-02
   4.8682773e-01   3.0280136e-02
   3.0469051e-01   7.7929586e-01
   5.3748117e-01   2.3853801e-01
   6.1348865e-01   2.3938314e-01
   5.9639524e-01   5.2396832e-01
   8.8624938e-01   8.1714418e-01
   8.3868610e-01   5.9555221e-02
   7.5058255e-02   2.4033101e-01
   8.1604333e-01   8.3522302e-01
   1.4106422e-01   1.6286394e-01
   8.4591354e-01   8.3417218e-01
   3.1810237e-01   4.5295177e-01
   6.3227109e-01   7.3637737e-01
   4.6321793e-01   1.3718222e-01
   7.4848099e-01   2.2672188e-01
   8.4301834e-01   8.7467634e-01
   1.6146884e-01   5.4422347e-01
   1.5367780e-01   7.6099630e-02
   4.1602792e-01   6.8894971e-01
   8.3567687e-01   1.5972638e-01
   2.6014268e-01   6.9567579e-01
   1.8345490e-01   4.6279538e-01
   9.4886116e-01   8.9944300e-01
